content,label,rating
"The food here makes me forget that I'm not eating meat. I'm a carnavore and make few eceptions about not having some meat on my plate, but I have to say I don't even miss it when I eat here. My wife and I have only ever gone for the buffet. I eat my vada with sambar,  my dosa with rice and tomato chutney, and my puri with potato or rice. It tastes amazing and I've never left without being so full that I'm uncomfortable, which is a good thing. The only reason I don't give them five stars is because they need to expand. It's always so busy that the service is close to chaos. But I'd much rather have great food and slow service than great service and terrible food. I recommend this place to any meat lover like myself to prove that the occasional meat free meal can be very enjoyable.",1,1
"The place for Dosa, in my books! This place has always provided the crowds with some great vegetarian food as well as my favourite, dosas! I am not much of a vegetarian, but i would go here for Dosas as well as other tasty dishes.  The service is good, not the best, but still good. The place is clean, and has the sink to wash your hands, without going to the washrooms...a must for your seasoned foodie.",1,1
"I love this place. The dosas are really good and portions are big. The place is very clean and service is the best I've had at an Indian restaurant. The waiters treat you like your at their home. Whenever I'm in town, I go here.",1,1
"It's been a while since i have been to sarvana bhavan and boy had i been missing out. I have been going to another very famous South Indian restaurant which has forgotten how to serve their guests lately and the staff seems to be very arrogant lately.  Sarvana wasn't too busy at the moment of our visit on Sunday night at 9 and the food was delivered quickly. The dosas were delicious and crispy and sambhar was hot and just as i hoped. Staff has always been extremely polite at this place and i really enjoyed going back to a place that gets it right.  Everybody in our group agreed that my favorite dish, paneer dosa, was the best they have ever tried.  Will be going back there soon and telling all my friends about it too.",1,1
"Overall:  Worth the trek to Mississauga.  Great value, great taste, great people.   Room: Not fancy, spacious, clean  Service: Friendly, even avuncular (more materteral), everyone's an auntie, and frankly a bit concerned that i wanted a second coffee   Menu: Thorough south indian menu, tough to decipher without guidance from someone who knows the cuisine  Presentation: Traditional south indian restaurant, paper dosas are intimidatingly big but that's why you get them   Taste:  Delivers on south indian vegetarian goodness.    Value: There's a reason this place is packed with Indians.  Tastes good and cheap!",1,1
"Love the food.. We order thali last time, my god there was so much to eat.. Every bit of dish tastes heavenly..",1,1
"Came here last Saturday with my dad for some dosa.  We were pleasantly surprised with the texture of breads, dosa and the complex flavours of the bateta and chutneys.  The masala tea was also very good.  The channa could use a little bit of work though.  I'll be back.",1,1
Just had a great meal at the newly renovated restaurant. Dark wood and comfortable banquets. The food was excellent as always. Idli were fluffy and the vada were nice and crispy. The cauliflower gravy that comes with paratha was delicious and the service was prompt and pleasant. The best South Indian in the GTA!,1,1
"Delicious inexpensive South Indian food. I had the cauliflower dosa, not often available. Accompanied by sambar and 3 chutneys it was delectably filling for only $8. The new renovation has made dining in very pleasant. If you're a fan of South Indian, don't miss it.",1,1
"Reasonably good food but again the downside with this place, just like most other Indian restaurants is the service. The servers are unsmiling but not as bad as in most other Indian places. Depending on the time of the day, be prepared to endure some heavily irritating and ill mannered crowd. The food is however quite delicious and very fresh. For this reason I will keep on going back.",1,1
"Went for Saturday dinner with 4 ppl.  Very friendly and knowledgeable staff.  Extremely clean!!!  Love the hand washing station!!!  Great service and fantastic food, however only gave 4 out of 5 stars for two reasons:  (1) waiter forgot to bring our lassi (yet it was charged on the bill and we had to ask for it to be removed.. oh well, not too big a deal, it was an accident), and (2) the timing of bringing our dishes.  We ordered one appetizer to share, and four entrees.  One entree came first, several minutes later the appetizer came, and then several minutes later second entree, and several several minutes later the third entree, then much later the last entree came.  It wasn't ideal for us to be eating one at a time, lol.  This is a great restaurant to try if those two things don't bug you :)",1,1
"Consistent good quality, flavors and fast service. My favorite South Indian food option in GTA.",1,1
"Tasty food , nice clean place . prices little bit high for dosas but similar to some others in the area. Try some of the specialty dosas.",1,1
"Great place if you want to taste real South Indian food. Great customer service. The food was tasty, specially their Special Meal with different curries and rice. So far I have had very experience with this place after several visits.",1,1
"I've been to both the Scarborough and Mississauga locations and I prefer the Mississauga one because of cleanliness and also they have washroom and hand-washing area tucked away in the corner.   This time I ordered the paper dosa, sweet lassi and the special madras coffee.  The dosa and lassi were great.  The coffee was awesome! I'm not a coffee drinker but I liked that fact that it wasn't strong (they can make it strong if you want it that way) and I asked for sugar on the side. It comes in a cute little stainless cup in a small bowl and it has a lot of froth on top.  All in all a tasty meal.  At the end (where the cashier sits) I had some of the saunf (fennel) with candy...its good for digestion and its nice to eat something sweet (and free) at the end of the meal.",1,1
Saravana Bhawan has regained its touch after the last review though the Manager can certainly work on his attitude.,1,1
It's inside the mall and the food is awesome! Probably the best authentic Chinese dinner you can have on Christmas Eve in North Carolina. Just don't peek in the kitchen. You're all good.,1,1
A diamond in the rough... I get off the highway just to grab lunch from here. Remind me of the authentic Chinese take outs in NYC,1,1
"It helps to have someone understand the language while in the Hong Kong BBQ, but they do have english menus that you can use on the counter.  It is pretty cheap for some good food.  Just ignore the pig hanging from the ceiling if you find that gross and also ignore the food rating as I survived my visit and I am sure you will yours.  Just make sure to wipe down your silverware when you get them.  Personally I really liked the BBQ pork which you can see hanging with all the meat in little strips; which, they cut up and serve with rice is really good.",1,1
"This is as authentic as you're going to get.  I'll be straight up when I say that places like this can make me nervous.  The mall itself is sketchy...and it's in a sketchy part of town.  I make it this way every few weeks for some bánh mì at Le's, but came on a day that Le's was closed.  Dim sum?...or the place with ducks hanging in the window?  We opted for the ducks in the window and chose Hong Kong BBQ.  When you enter Hong Kong BBQ...you can tell there's going to be a communication issue.  There is literally...not a single thing resembling ""American"" in this restaurant.  I knew I was going to like this place.  I did my best not to look back at the kitchen.  We all know what that is going to look like...and I'd rather play dumb.  Dangit!  I looked.  The service was quick and the food was great!  We were even entertained with Chinese soccer on their small TV.  I'd recommend coming here if you're an adventurous person...otherwise...you'll never make it as far as the door...much less the table.",1,1
"Pretty run of the mill mom & pop shop, roast pork & bbq pork is sold at $9 a lb. and what can I say the bbq is pretty on par with what I can get in Boston both crispy and flavorful respectfully. Great to know I can find some comfort food in Charlotte.",1,1
This is definitely a hole in the wall place. I was actually picking up banh mi sandwiches and saw this place. The duck and pork were prepared as well as the places I go to in ATL. I will definitely be stopping by this place again when I'm in the area.,1,1
"If you need to buy a car, call Edit Omar!  There are so many sales people out there that don't listen to what you want. And I'm in sales! Edit took the time to go through all the features, specs and pricing. She even clued into the fact that it was me buying the car and handed me the keys for the test drive. (so many car salesmen just talk to the husband...hello, the car is for me..)  She even stayed late so I could pick up my car the day it was ready. ** note - the next guy up the food chain will try and sell you the Audi Care Package. Worth getting, but as I said before  he was again speaking to the wrong purchaser, so I opted to buy it from Edit the next day.  ;)",1,1
"Just bought a new A4 from Keif Grey. What a great atmosphere at the dealership, no pressure from Keif or Alexandra in finance and everyone else was very friendly also. Buying a car can be very intimidating and they took all that away.  Robin the sales manager also helped make my decision easy.  Would recommend them to anyone looking for a new or used Audi.   Thank you.",1,1
"The most professional, organized, and attentive Audi dealership I have stepped foot in. Great showroom and awesome downtown location. Great for test drives. Low pressure customer oriented approach",1,1
The food truck is a welcoming asset for a guest from out of town. The food truck is named fire*and*foraged and is amazing. The beer is also amazing. In my book this nanobrewery/food truck combo is definitely a double dividend!! The dark beers on nitro rock on the flavor profile!!,1,1
Just went here for lunch and it was really wonderful. We had the burger from Fire and Forage and the B.L.A.T.. Both REALLY good. Great atmosphere too,1,1
First time in Phoenix and went to Shop Beer Co on recommendation.  Great outdoor space. Cooled by misters and comfortable even when outside temps are 100+.  Great craft beer that is all brewed in house.  Great food truck out back that rotates.  Come by and check out if in Phoenix area.,1,1
"The Shop has pretty good beer and I like the fact that they have a few guest brews too.  The outdoor area is great and having a food truck on hand is always a nice touch in case you imbibe a little too much.    If you're looking for a day drinking spot, look no further.  This place is ideal.",1,1
Great selections of beer. You can get a crowler there and the food is mighty fine. I'll be back.,1,1
"First timer.  My wife heard about this place at the dentist in east Mesa this morning.  It's tucked away in Tempe off Rio Salado.  Great selection of craft beers, my first brew was The Nines.  Great Red Ale, very smooth even though it's IBU was 90.  My wife had the Coffee Brown Nitro which was awesome.  What a find after a root canal!",1,1
"This place is amazing. I tried the nines, coffee brown nitro, and (480) session pale ale. All are the perfect beer for whatever your feeling that night.   I made the mistake of grabbing food before heading over, the food truck looked legit.  5 stars. You need to come here if you're in Tempe.",1,1
"First and foremost, I seriously love this place!   First look:   The whole place has a very cool, very inviting vibe.  The decor (industrial, rustic wood mixed with some seriously cool and unique art) hangout areas (sweet beer garden), lighting that makes everyone look pretty/handsome (with or without beer goggles) and a window looking into the brewery operation.  These features make it a really special place.  Even the restrooms are rad. It looks like a lot of love went into every detail.  The Beer: This is a true tasting room.  I equate it to going to your favorite wine tasting room and enjoying the various types of wine, except it's delicious beer (obviously). (e.g.; the Nines, you gotta try the Nines!). What it is not is a pub or a sports bar with super loud people, Budweiser and NFL whistles blowing from 50 TV screens...which is refreshing.  I feel a person just starting to develop their beer palette would feel right at home bellying up to the bar along side a person with a honed, mature beer palette. It's a place to try and sample what suits your beerbuds best.  With tons of amazing beer options that have awesome names you know have a story behind them, you can't go wrong.  My husband tried the coffee brown ale and he loved it! Oh, and it looks like they offer special ""reserve"" and yummy flavored type brews each week as well.  Best to check out their Insta and Facebook pages for weekly beer offering updates.  The staff: Great staff,  knowledgeable, welcoming, efficient and accommodating.  Eager to make you feel right at home.  The food: I've eaten many burgers in my life, let me tell you.  Had the most delicious. burger. ever from the onsite food truck.  I think they are called, Fire and Forged.  Like the Shop, the food truck folks took great care to give me their best.  Quality beef cooked to medium rare perfection. Homemade pickles (homemade pickles people! Who does that!?!).  Real/non-iceberg lettuce.  Some seriously special sauce, too.  Paired wonderfully with the Nines! (See what I did there? )  Overall: Great night out with the Mr. Even bought a couple super softy shirts and of course bought a few cans of the Nines to take home to CA.  Do yourself (and your mouth) a favor and get over to the Shop.  They are doing some seriously good work there.  Wish we had one back home...",1,1
Great beer and venue.  Like how the beertender was mellow despite some Tempe bartender douchebag telling him he needed to speak louder and with more authority.  The pale ale is surprisingly more hopped and higher IBU than the IPA.  I enjoyed IT.  They have a food truck out back and a huge patio so could be a great place to bring dogs as well.,1,1
"The Shop is one of my go to jams for craft beers with a solid vibe. The staff is extremely knowledgeable/helpful and it shows in the beers they produce. They have a food truck in their patio area that has a constant presence; the chef consistently rotates the menu with all kinds of goodness that pairs fantastic with the brew. Must try beers when you go are Church Music & F.Y.I.T.M. ..... However, you can't go wrong in any selection you make. Might as well take a flight or two and experience for yourself. Cheers",1,1
"This place gets an A+ for style and beer.  The ceiling of this building is beautiful!  The taproom is super comfortable and the patio is spacious and clean.  They have a permanent food truck that turns out burgers and other beer friendly food.  I had the hoppy red and the 480 pale ale.  I was very hoppy, I mean happy, with both.",1,1
"There a a few times in life when we find a beer so expertly crafted we want to linger and savor the time and wisdom of our experience. This is one of those moments. My personal favorite  ""The Nines"" is an Ale with balanced fresh caramel elements to complement its Red identity.   The mellow yet vibrant atmosphere encourages your senses and stimulates your consciousness.   Enjoy!",1,1
"Awesome Brewery! I stumbled across this place on it's opening day, at least the opening to the public, and even that's kind of an opening. Today was friends and family day, and special invited people, but if the public showed up but let them in and give them a free beer! So, I showed up!... and who did I get to meet but Harry Mitchell, Kelli Butler, Dr. Eric Meyer, and a whole bunch of people who really love brewing craft beer. It was a great crowd, and excellent beer. There were two food trucks, one served poutine made Southwestern style, and instead of french fries, they sliced up tamales, and served the gravy and chilies on the top of that! By the way, that food truck was run by a guy named Craig. I had tried three of their beers the pale ale the IPA and the red and they were all excellent beers. I been to them before when they were cartel brewing and they were over in the old apartment building, and when they were in the coffee shop, but this venue is really nice and the the energy is palpable! I definitely will come back here, even when there are no political celebrities!",1,1
"Totally cool hangout! I found this place when I was out jogging around Tempe Town Lake. It's a quaint little house with a really cool patio. They have about six beers that they brew and another six to eight beers that they bring in. There's a food truck parked on site, I ordered the street tacos.  I love the inside as much as the outside. There are plenty of tables, high tops, low tops and  bar seating.  This place has a cool vibe. Staff is friendly. They were more than happy to give samples of their brews with no charge. That, in my opinion, is good business. I will definitely be back for another visit .....soon!  Loved it!",1,1
"The Shop is THE BEST LOCAL INDEPENDENT BEER in the Phoenix Metro Area! Check them out... clean chill tasting room, incredible staff, and outstanding Fire & Forged food truck in the beer garden... 5 STARS oh and of course GREAT BEER!",1,1
"Great little patio, good beer, one of my first picks for a spot to hang out and relax, now I just need to figure out what to do with my kids so I can do that more often.  There is a food truck always on site, so it is really just a kitchen in a box, I don't know why they took that route but I assume it is a permit based decision.   The nitro stout I had was everything one would expect it to be.",1,1
"Live right down the block and am a regular here. Good beer selection with friendly service who continuously checked up on us.  The food from the food truck served the basics: burgers, tacos, grilled cheese, but they're all well done and cheap. The times I come late from work, I walk over and have a great cheap meal with a pint.  Love this place.",1,1
"New to the neighborhood, and certainly a welcome addition. This place is worth taking the path off Mill. Great beer, staff and vibe. Do yourself a favor, and stop in savor the flavor. ""I just made that up"" :)",1,1
Great new place to have a some tasty microbrewery beer. Super friendly staff. 4-6 of their own beers available.  Food trucks on site if you get the munchies. Coffee Brown Nitro was my favorite.,1,1
"The Shop Beer Co. knows what they are doing! I went here last weekend with some friends, and had a wonderful experience. The staff was very friendly and efficient, and the ambiance was really great. There is a beer garden out back complete with a food truck and plenty of seating. I had their Sunset Daydream IPA & it was delicious! Very refreshing, summery with the right amount of hops. I will definitely be coming back, and would recommend this as a great spot to come with friends or to grab a quick beer after dinner!",1,1
I checked this brewery out with a groupon for 4 people. Beer and service was great! The location is weird since it's in a residential area but the place itself was very cool! Indoor and outdoor and the weather was just perfect for outdoor seating. We didn't try the food truck but it smelled delicious. I will definitely be going again and I suggest y'all try it! Groupon has a sweet deal for this brewery,1,1
"Keepin' it simple & all about the beer! Love the vibe. No TVs, no sports games blaring. Just drink some beers and talk to your friends! They had a few different IPAs on tap, of course I tried them all. We had just ate dinner elsewhere, so we skipped the food truck, but will definitely be back to try!! They're just getting started, and I'm excited to see what's next for this new spot!",1,1
"Had an awesome experience with my girlfriend over he weekend. The Church Music IPA and the ""Fight-Em"" DIPA were both ridiculously smooth. The food truck outside offered reasonable sandwiches to split and expedited service. I rate the whole experience as a 10 out of 10 and can't wait for my next trip back there. Additionally I purchased a t-shirt that fit perfectly and is quite comfortable.",1,1
"Always looking for new beers to try. Having ""the nines"". Great taste. Very friendly. Amazing atmosphere.",1,1
Ambience was great - small beer tap confusion on the second pour but overall great experience,1,1
"A little bit off the beaten path, but defiantly worth the trip. GREAT selection of beers. Cool little tasting room, and a food truck outside. I sampled plenty of beer, but didn't try any food, I will next time! What ever you guys are doing, KEEP IT UP!",1,1
There's a great Groupon out for the place. I would Highly recommend the restaurant to any locals in the area that enjoy a good beer,1,1
"Awesome beers, awesome tasting room, great service.  Met Dave and he got me all hot and bothered.",1,1
"Excellent beer. Best brewery we visited on our short trip to Phoenix. Their collaboration with Modern Times ""BINGO BANGO BONGO IPA"" was amazing. We didn't get a chance to try the food, but we will definitely be back next time we are in the area.",1,1
"The guys running this place are awesome. They are very knowledgeable and friendly, and have turned this into one of the best places in Tempe. I have been a few times and the first time I thought it was difficult to find coming from Mill and around the train tracks. This time I came right off Rio Salado and it was right there. Much easier coming from that side.   They have a great selection of beers, and always something new. The DIPA is a staple and one of the best in town. I had a couple of new IPAs this time (Church Music and Circus Bandit). Both were great. They also have crowlers available in the cooler. They do not have a food kitchen, but there is a food truck that stays there and serves excellent food. The inside bar is very nice with a lot of space, but for me the real highlight (at least for most of the year) is the patio. It is very large, has some trees, a portion of it is under a roof and makes for a great time. This past visit it was a perfect afternoon with good weather, a nice breeze, good music, and awesome beer. I could chill out there all evening.  Definitely one of my favorite breweries in Phoenix and it's run by great people. I will always support them and their beers.",1,1
"Great Beer, great atmosphere, great people!!! Yep the Cartel guys can't go wrong with good peeps and good beer!! Love the beer garden!",1,1
"This is a neat little brewery.  They currently have four of their own beers on tap.  I tried the Hoppy Red, the Sunset Daydream IPA and the Coffee Brown on nitro.  All three of them were pretty good.  The also have a nice food truck in the parking lot.  You order the food at the truck and then they find you and deliver it to where you're sitting inside.  The servers were all friendly and very knowledgeable about craft beer.",1,1
We love local beer and couldn't wait to pop in here.  Love it!!  Good selection of dark beers. The coffee brown nitro is my favorite. I think more breweries need to make dark beers. They are smoother and less hoppy.,1,1
"Great beer, great atmosphere with a really nice outdoor patio. We moved here recently from Chicago where food trucks are big at many tap rooms, none though serve food as good as what we enjoyed here from Fire & Foraged. Everything about this place is 5 stars.",1,1
"Bartenders are friendly and knowledgeable of their brews.  Beer is brewed to perfection. Clean and great prices. Food truck on property with a lunch box special that comes with food and a beer for $6, can't beat it! Food is awesome! Great place to have a beer with the people you love. Highly recommend trying it out. We will definitely be coming back!",1,1
"My friend told me about this place and it has easily become my new favorite local brewery. I usually come here on Wednesday's for their Randall (they infuse one of their beers with some other yummy ingredients)--I just recently had their pale ale with persimmons, dates and currants and it was so tasty! The food truck out back (Fire & Forged) cooks up some amazing, fresh food and switches up their menu frequently. The back patio is beautiful and dog-friendly. This place just kills it all around.",1,1
"Jason, Matt, Dyllon, and Dave. Great little venue! Beers are awesome and the mood is just right. If you are looking for that spot this is it. I wish you all the best and thanks for making my business a success with the local crafted beer from your brewery. I carry four of the six beers you craft and my customers up here love them. If you are ever in the neighborhood and looking for a great pairing of local crafted beers and true farm to table seafood and steaks then stop in and say hello! We are located at 32409 N Scottsdale rd. #107 Scottsdale Az. 85266. The Bourbon Cellar. We are in the Summit Plaza. CHEERS!",1,1
"Was in on Sunday evening. Very welcoming greeting from Brittany. Had a couple of samples. Brittany was very knowledgeable and got us just the beer we wanted. That FYITM is great. Craig at the food truck was super friendly as well. Food was awesome. Want that burger again already. The Shop has a great ambiance, better beer, and even better service. Cheers Brittany and The Shop.",1,1
"My wife found this place on Groupon and it was a great bang for your buck. Not to big of a selection on house beers, IPA'S & coffee. The place seemed a little quiet, I'm sure it was just the night of the week we went but still a great atmosphere. I would definitely go again.",1,1
"Hooray for The Shop Beer Co! They really have the small-neighborhood-brewery thing down pat. I had the pleasure of chatting with one of the brewers, Andy, at the Strong Beer Festival while sampling their limited edition releases specifically for said event. The beers I tried there were AMAZING! One was the FYITM another was a special FYITM [i think a fruity version], and something else I can't recall.   A week or so after, I host a Sunday Funday at The Shop for a large group of friends and luckily remembered to tell Andy about it at the Festival. He and his team were gracious enough to reserve space for our group. The weather didn't want to cooperate that Sunday but when I arrived it was fairly dead inside so I pushed together large floor tables in the corner with no problems. Andy did such a great job going over the beer list many times as people came in at varied times as well as keeping track of what we ordered and making sure the glasses did not run dry. I definitely recommend doing the flight - it's $8 for 4 samples which can be a mix from The Shop and/or some from their guest beers. If I have to pick just 2 beers from The Shop to drink, #1 is the Galactic Porter Patrol nitro, #2 is Circus Bandit.   I also recommend their food truck outside. While the guy/waiter wasn't the kindest, the food was fabulous. I really loved the chicken tacos I had. Other positives I noted were the hummus dip and burger. I believe the food menu changes often [don't quote me]. Their ordering system is kind of confusing because you have to order beer & food separately but they come out on one check. How they keep that organized, I would like to know.",1,1
"This place is AMAZING. My favorite things about it:  1. The beer (obviously). Bingo Bango Bongo is beyond superb, as is Church Music and of course the ol' standard, F.Y.I.T.M.  2. The music. Seriously, do you guys have a Pandora station? Whoever set that up has excellent taste and the music matches the atmosphere really well.  3. The service, both inside and at their partner food truck outside.   You can't beat this place for a relaxing Saturday afternoon hang out or great happy hour spot. Love The Shop!!",1,1
Great little brewery. I love places like this that are smaller and cozy. Nice wood inspired interior with exposed trusses and wooden bar tops. 15 beers on tap; 7 of their beers and 8 guest beers. I'll definitely be back.,1,1
Food is amazing and the people are really friendly! shop is tucked away so dont miss it,1,1
"Great service (Amanda) and solid but average beer. This place has potential, and they are clean with their styles if not adventurous. I look forward to what their future may hold.",1,1
"This is an awesome neighborhood brewery. It looks like someone's house with a food truck parked outside of it; apparently it was Mayor Mitchell's dad's home?   Anyway, they have their own selection of brews as well as some guest beers. So far my favorites have been the Coffee Brown Nitro and the Circus Bandit. Many of their beers are a bit too hoppy for my taste, but their porters have been great. Their guest beer selections are usually pretty solid picks as well.   Every Wednesday they do a special brew called ""The Randall"" that they infuse with their flavors of the week. Recently it was thin mints, once it was jalapenos and sometimes they serve it with an accompanying bite (once it was a donut). Follow them on Instagram for Randall announcements as well as updates about entertainment, sometimes they host bands on the patio.  They do have a food truck, Fire and Foraged, which is basically a permanent on-site fixture. They are super creative with their food and have one of the best burgers I've ever had. They source a lot of their food locally-greens from Rhiba Farms and meat from Doublecheck Ranch-and as much as I hate not being able to rely on my favorites, I like that I'm hardly eve disappointed when I try something new. I recently had a salad here with hummus on it and who knew that salad needed hummus?!   The space is cool-lots of patio seating, about 12 seats a the bar indoors and eight 4-tops. This could be a great option to buyout for a birthday party or small wedding reception to be honest; it has nice ambiance!  This is a nice reliable place, walking distance from my house that I can just have a beer, a snack and leave pretty happy about all of it.",1,1
"Despite how humble and unassuming their outside is, this is in the running for one of my favorite arizona breweries.   Beers I sampled:  The nines red: smokey but balanced all the way through.  Bingo bango boingo: top ten IPAs I've had in my life. Super hoppy without the bitter taste. Would love an IV drip of this... Desert pale: usually I cling to pales but this one was overshadowed by how amazing everything else was  But wait there's more!  Then we start talking to the owner of the food truck planted outside, Craig. Solid guy. Lots of experience in the Fox concepts and Vegas restaurants and we got to chat him up about his experience. Really great guy. We ended up getting the meat and cheese board and he knew everything  about where the meats were from, where the veggies came from, how they were pickled and everything. Can't speak highly enough of Craig or this place.",1,1
Came here on a Sunday afternoon. The vibe here is super cool and the atmosphere is inviting. This place is just getting started as it's only a few months old. I just wish we had pieces of paper to write our beer flight choices down.,1,1
Amazing beer garden! Fantastic beer - love the 480! Great staff! This is already my favorite hang out place!,1,1
"Grab a glass and hit the beer garden! This amazing brewery in Tempe has a unique hip vibe with laid back attitude. A place you can definitely taste one of a kind beer flavors as you kick back with friends. We happened to visit during non-peak hours and we're lucky enough to spread out at a picnic table outside. From the patio lights and graffiti art, to the food truck and viewable brewery, the backyard neighborhood personality shines through. Enjoyed the 'Church Music' and 'F.Y.I.T.M' brews. Definitely a place I'd like to hit up again!",1,1
This is such a great place! I love craft beer and I'm happy to support local businesses. This might be our regular spot in Tempe. It's better than going out to Mill Ave with all of those bud light beers.,1,1
What a great spot and atmosphere! Oh and their beer is some of the best AZ stuff around! Can't wait to day drink there.,1,1
the staff are friendly and the beers was good.  those who like old school strong ipa the FYITM was made for you. ask what it stands for.  I got a 32 oz can just for the name.  good beer overall. Alley enjoyed her time there.  everyone was friendly to her and the neighborhood had plenty of cats.,1,1
"Lots of hoppy IPA type of beers, friendly staff cool concept and always a different food truck",1,1
"Came here because they had a really good Groupon. Left extremely happy! The staff was very friendly and knowledgeable of their beer. We had a couple flights, liked them all. Had a couple pints and left with a couple crowlers. They have a permanent food truck outside that had some great choices and the owner and head chef came around to check on his customers. Next time I'm back in town I'll definitely be back. Keep up the good work!",1,1
"This place is great. The ceilings! That patio!  Ahh, it has such perfect lighting. I tried the nines & a special beer infused with tequila in celebration of Mexican Independence Day. Both good beers. Would be a lovely spot for small events. Talented group of people brought this place to life!",1,1
Awesome and cool place. Service was good and the beer even better. I had a flight of 4 and the double IPA is simply great should have taken a crowler of it home. Will definitely be back!,1,1
"Love this place! All bartenders are amazing, service is great, has a very homey feeling and being able to hang out with the owners and brewers while you drink is exactly what you want out of a brewery! Amazing beer, especially the F.Y.I.T.M.! I recommend it to everyone I know! Added bonus....the food truck, fire and foraged is absolutely unbelievable! All local. All grass fed. Always on sight!",1,1
"Very nice!!! Great live music. Young people, truck food,  prices alright, good location.",1,1
"Small place with three solid dark beers on tap, in addition to the more usual ipas and wheats. Enjoyed our beers very much, the server was helpful and sweet, very pleased'",1,1
This place is amazing! I cannot recommend it enough from the staff to the food to their beers... I'd give it more than 5 stars if I could! We came here because of their awesome Groupon deal but we will definitely be back! They've only been open for 3 months but they are already doing a great job! If you're looking for a low key cool vibe type of place this is the place for you. It's really a hidden gem so hopefully it stays on the DL for awhile longer.,1,1
Great place to have a few beers. They have a awesome outside sitting area and with the weather now you can't beat it. The server takes her time and explains the beers to you and offers suggestions. Can't wait until I have time to go back again,1,1
"Incredible asian fusion, and an impressive sake list, if you like that sort of thing. Mmmmm... coconut-crusted mahi mahi.... Just start ordering and keep going until you are full.  But save room for the dessert sampler plate.",1,1
"I really love Kushi Bar, it's the kind of place that I wouldn't be embarrassed to take my old friends from Boston or New York to. The sweet potato fries are fantastic and the dipping sauce just adds fuel to my firey addiction to sriracha. For vegetarians, I recommend the house salad (kumquats!), kimchi tofu, mushrooms, curry veggie and rice bowl and wash it all down with the gin rickey.",1,1
"I'm a little wary of Asian fusion restaurants, and I wasn't sure quite what to expect from Muramoto, but my dining partners (a chef and a personal chef) and I were thoroughly pleased with our light dinner on Saturday evening.   We had two rolls, one eel and avocado and another tuna, avocado and some other stuff - both were fantastic. After seeing someone else with it, we also ordered the calamari with slaw and chili paste and, by far the best dish of the evening, the black miso seared cod. I've been remembering that cod all weekend, it was so good. There were a lot of other things on the menu that I wanted to try as well. Maybe another time.  Actually, everything was really, really good. This was a place I would want to revisit if I lived in Madison. Although we didn't order anything off it, they did have a specials menu with at least three items, and the very extensive sake menu.   Contrary to what one of the other reviewers said, I think it would be really hard for the average person to spend $100 alone unless you just stuffed yourself silly. We ordered five dishes total and two small bottles of sparking sake to share among three women and the bill was $85. Actually I couldn't quite believe how reasonable the bill was when it came.   BTW, make reservations. We weren't in a hurry, so we went and had a drink and came back, but the dining area is quite small, so if you have more than two people you'll definitely want to call ahead on a weekend evening.",1,1
"Muramoto is a paradise if you are a sake lover. Their collection is enormous and I believed the owner claimed Muramoto has the best collection in midwest. If you are a sake lover and haven't been there, what  are you waiting for? and if you don't usually drink sake, you should still try the sake out (especially the ones list under fragrant) and you might change your view about sake forever.  For the food Muramoto is Asian fusion in tapas style. Although each plate might be only around $10, most of them are not filling (rolls are the exceptions) and at the end combining your sake bill the check might cost as much as $100 per person.",1,1
"[NOTE:  this review is about Restaurant Muramoto, which used to be in the location currently occupied by Kushi Bar, but has since moved down the street 2 blocks.]  In a handful of visits since it opened a few years ago, I've found Muramoto to have generally outstanding food and often less-than-ideal service.  IMO, the former more than makes up for the latter, which is at its worst just a bit slow and unconcerned.  (Once, for example, we were two dishes into our meal before our first round of drinks arrived.)  But, ahh, the food.  This is probably the most creative food in Madison.  I describe it as pan-asian fusion in a tapas form factor.  There is some sushi, and some is even pretty good (I'm thinking of the signature duck mango avocado rolls).  That said, it's a mistake to think of Muramoto as a sushi place, though (there is a Muramoto sushi restaurant in the hilldale area ) -- my favorite dishes here have included the soy cod, a lamb curry, and a few amazing salads.  In my experience, the oft-changing menu contains little that isn't great -- an omnivore with an open-minded palate could safely close their eyes and just start pointing.  Come with an appetite and prepare to spend a bit of change (dinner for 2 with drinks and dessert will exceed $100), and avoid the tables in the front near the door on cold days.",1,1
"Wandered in here looking for the restaurant and they told me to go down the street.  They have some food, but it's not the same as the full restaurant.  However, their shochu drinks are more extensive at this location, so I had a shochu shiso mojito.  It was okay--not my favorite, but not bad either.  Maybe I should have tried a drink that wasn't trying to be another drink.    Anyway, the place is really nice, the bartenders are really nice.  Well worth a visit.",1,1
best meal i had since coming to Madison.(Been here 2 months) I would say that this place serves fusion Japanese Food. My recommendation is that this is the place to go with friends so that you can share dishes and try more stuff. Food quality is top notch and each dish really offers you a new experience. Only gripe about the place is that portions are SMALL and it's relatively pricey. expect to spend 20 plus per pax. A must try is their dessert sampler! Definitely going back : ),1,1
"Although I regularly miss Dog Eat Dog around noon every week day, I'm pleased that Muramoto replaced it and gave us a place to blow our cash on Sunday nights. The chef's tasting is key. And use the bathroom with the sink that makes you want to get out your GI Joes and Barbies and play in the bubbles all night.",1,1
"Who says the Midwest can't have tasty seafood?  Dim and intimate, Muramoto is easily one of my favorites places in Madison.  A varied menu with some fantastic Asian-inspired cuisine, this ain't your grandmother's Friday night fish fry.  Update:  swing by on Sunday night to try the blind chef's tasting.  4 courses ending in dessert for $30.  Never disappointing.",1,1
